shift_id,staff_id,role,department,shift_start,shift_end,shift_type
8819,d3f4f2a0-d8cc-4f48-b974-ad7664affcf6,doctor,ICU,2023-04-28 07:00:42,2023-04-28 15:00:42,day
8820,547d37d2-e522-48b0-97d4-e856ca0084e4,nurse,ICU,2023-05-28 23:00:24,2023-05-29 09:00:24,night
8821,a1950795-1680-458b-8eee-57da1412f3aa,nurse,Surgery,2023-11-07 07:00:59,2023-11-07 15:00:59,day
8822,f43accfd-7e43-43e9-a6ed-bfe9d4e8d4eb,doctor,Emergency,2023-01-02 15:00:42,2023-01-02 23:00:42,evening
8823,b60d1958-6117-4294-a859-e9ba5ec2273d,nurse,Pediatrics,2023-04-23 15:00:38,2023-04-23 23:00:38,evening
8824,22a4c182-7d9a-4854-8dce-3d961f1c264b,nurse,Pediatrics,2023-05-13 07:00:53,2023-05-13 15:00:53,day
8825,f90ae175-6e88-421e-bcd9-297ea673c326,technician,Surgery,2023-01-05 07:00:14,2023-01-05 15:00:14,day
8826,16f4ab5f-349f-4adf-85cf-f5282c1886dd,doctor,Surgery,2023-10-25 07:00:25,2023-10-25 15:00:25,day
8827,aec6931e-f8b5-4b76-8e74-c416a969b1a1,nurse,Surgery,2023-05-10 15:00:55,2023-05-10 23:00:55,evening
8828,02413a3d-5bac-403c-9904-384f4607c815,doctor,Surgery,2023-04-06 15:00:13,2023-04-06 23:00:13,evening
8829,14a25725-60ae-4192-b1aa-338da6f93c5f,nurse,Emergency,2023-05-15 07:00:09,2023-05-15 15:00:09,day
8830,8fe02e95-380e-4d26-8cc5-0e221bd3ecc4,nurse,Emergency,2023-10-20 07:00:42,2023-10-20 15:00:42,day
8831,50fc5edd-6cd3-413f-ab5e-d0383a3b9732,nurse,Pediatrics,2023-11-23 23:00:14,2023-11-24 09:00:14,night
8832,29eedddc-8ece-4108-b5e1-ab60e9aa4346,nurse,ICU,2023-07-15 15:00:09,2023-07-15 23:00:09,evening
8833,89d292e5-6fb9-4671-875a-37af3988edce,nurse,Emergency,2023-03-14 07:00:31,2023-03-14 15:00:31,day
8834,8d30d139-55c0-4ad7-b34c-b7466be6d0d7,doctor,Surgery,2023-01-29 23:00:30,2023-01-30 09:00:30,night
8835,930c2ac5-930e-470c-bee2-6a1da1c7953d,nurse,ICU,2023-08-24 15:00:49,2023-08-24 23:00:49,evening
8836,53514c1d-ac86-42bc-a2f8-2f79bb0c47cb,nurse,Cardiology,2023-02-14 15:00:32,2023-02-14 23:00:32,evening
8837,50e3f0fb-eca1-4254-82b8-c72dad727511,doctor,Pediatrics,2023-10-27 07:00:25,2023-10-27 15:00:25,day
8838,74973602-daca-4889-8e3d-2c1235f55910,doctor,Cardiology,2023-11-02 07:00:42,2023-11-02 15:00:42,day
8839,08d3c379-0e97-4f59-884d-413ba340e4f1,nurse,Surgery,2023-09-21 15:00:38,2023-09-21 23:00:38,evening
8840,0ac2eba0-e251-4373-bcdf-9b3704f6687d,nurse,Surgery,2023-02-18 23:00:48,2023-02-19 09:00:48,night
8841,a9ad50de-8d6d-49ae-a898-bbca767c3d41,nurse,Emergency,2023-10-05 23:00:41,2023-10-06 09:00:41,night
8842,c9bccbac-6084-4067-81b0-400b45641111,technician,Emergency,2023-08-01 23:00:33,2023-08-02 09:00:33,night
8843,f9512c5a-8de8-466f-b8cd-338712f1eefc,doctor,Emergency,2023-09-26 15:00:09,2023-09-26 23:00:09,evening
8844,c770cc60-6d71-4107-9f5c-1df47b67028d,technician,Emergency,2023-01-20 23:00:06,2023-01-21 09:00:06,night
8845,12af7a9a-db4d-4d53-bef8-4fa2a0e3310d,nurse,Cardiology,2023-10-17 23:00:30,2023-10-18 09:00:30,night
8846,58e301c0-983d-43e5-8f58-d3701c0664c3,technician,Emergency,2023-08-06 23:00:26,2023-08-07 09:00:26,night
8847,16d7a534-7aa0-467d-9f66-6bb4c5d0d2f0,nurse,Cardiology,2023-03-23 15:00:57,2023-03-23 23:00:57,evening
8848,c9a9e6c0-9ef9-4730-a15d-cab9b1d77ef1,nurse,Cardiology,2023-12-06 07:00:43,2023-12-06 15:00:43,day
8849,c5fe196d-d845-400b-9d56-f335d3fcb221,nurse,Pediatrics,2023-10-10 15:00:25,2023-10-10 23:00:25,evening
8850,8d30d139-55c0-4ad7-b34c-b7466be6d0d7,doctor,Surgery,2023-10-12 07:00:55,2023-10-12 15:00:55,day
8851,46569dd7-08ea-454f-aec6-d377225e8dba,technician,Cardiology,2023-12-14 07:00:23,2023-12-14 15:00:23,day
8852,88d05975-8d59-4d6f-b4e0-ca8d79c3c517,nurse,Emergency,2023-02-19 15:00:09,2023-02-19 23:00:09,evening
8853,8303e879-eb01-41c0-b223-80e5ba7e25d6,nurse,Pediatrics,2023-09-23 07:00:46,2023-09-23 15:00:46,day
8854,56ec29e6-154d-4b9c-925a-4173c56d0eee,nurse,Surgery,2023-09-10 15:00:20,2023-09-10 23:00:20,evening
8855,a9ed279f-b5de-43db-a671-59469ddf8541,nurse,Pediatrics,2023-11-01 23:00:55,2023-11-02 09:00:55,night
8856,ae251198-3808-40e7-be64-72c03bbe279e,doctor,Cardiology,2023-12-07 07:00:05,2023-12-07 15:00:05,day
8857,f9512c5a-8de8-466f-b8cd-338712f1eefc,doctor,Pediatrics,2023-08-31 07:00:12,2023-08-31 15:00:12,day
8858,71b71114-e8e9-4975-b231-cc8001027ce9,technician,ICU,2023-09-02 15:00:47,2023-09-02 23:00:47,evening
8859,8753ec2a-38b2-4aa2-b722-7fe824b6741d,nurse,Emergency,2023-09-05 15:00:11,2023-09-05 23:00:11,evening
8860,f14202f7-3559-47e3-8305-5162201353f6,doctor,Surgery,2023-04-03 07:00:29,2023-04-03 15:00:29,day
8861,9ba4ee73-0aaf-4962-8909-8e9ab434ceb8,doctor,Emergency,2023-06-19 07:00:22,2023-06-19 15:00:22,day
8862,faa50591-90fb-4b25-9c63-dc6e4438ff30,doctor,Surgery,2023-06-25 23:00:01,2023-06-26 09:00:01,night
8863,da767762-b15f-44cd-82a7-931fbddc1c06,nurse,ICU,2023-06-26 07:00:54,2023-06-26 15:00:54,day
8864,61bb772c-5a1c-47b4-b08c-320fc652f93c,doctor,Pediatrics,2023-09-23 15:00:57,2023-09-23 23:00:57,evening
8865,faa50591-90fb-4b25-9c63-dc6e4438ff30,nurse,Cardiology,2023-01-06 07:00:53,2023-01-06 15:00:53,day
8866,795007e8-86b1-41d3-bc47-000c31d0bffa,doctor,ICU,2023-06-23 15:00:48,2023-06-23 23:00:48,evening
8867,84936fa3-3f6b-49b6-8d6c-a4cfcd352c0d,nurse,ICU,2023-02-09 07:00:22,2023-02-09 15:00:22,day
8868,00c5c9b2-4ac3-4d50-b761-3737a1e1d218,nurse,Pediatrics,2023-11-09 15:00:32,2023-11-09 23:00:32,evening
8869,c9bccbac-6084-4067-81b0-400b45641111,doctor,Surgery,2023-08-16 23:00:52,2023-08-17 09:00:52,night
8870,22a4c182-7d9a-4854-8dce-3d961f1c264b,nurse,Pediatrics,2023-02-16 15:00:42,2023-02-16 23:00:42,evening
8871,5fa0ec94-c36f-4984-8d93-00aa5302d3aa,technician,Surgery,2023-02-22 07:00:27,2023-02-22 15:00:27,day
8872,d8c55641-4069-4612-9ce2-99607ea6faaf,doctor,Surgery,2023-03-03 15:00:22,2023-03-03 23:00:22,evening
8873,604e6ff4-16eb-48c6-9197-38f6a7d6502b,nurse,Surgery,2023-05-29 23:00:35,2023-05-30 09:00:35,night
8874,f43accfd-7e43-43e9-a6ed-bfe9d4e8d4eb,nurse,ICU,2023-01-14 23:00:28,2023-01-15 09:00:28,night
8875,12af7a9a-db4d-4d53-bef8-4fa2a0e3310d,nurse,Cardiology,2023-10-08 07:00:05,2023-10-08 15:00:05,day
8876,c240f438-4c8f-4c19-a187-b24617f10d63,nurse,Emergency,2023-10-27 07:00:40,2023-10-27 15:00:40,day
8877,8c878043-068b-4461-9e03-bdee777ede46,nurse,Cardiology,2023-03-04 23:00:01,2023-03-05 09:00:01,night
8878,c9bccbac-6084-4067-81b0-400b45641111,doctor,Emergency,2023-06-10 07:00:34,2023-06-10 15:00:34,day
8879,fecb32e3-4e98-40b5-bbdb-7b8d135badf4,nurse,ICU,2023-11-02 15:00:16,2023-11-02 23:00:16,evening
8880,5a4b4cc4-d840-48c5-8939-57653b737bf9,doctor,ICU,2023-06-25 23:00:01,2023-06-26 09:00:01,night
8881,5fa0ec94-c36f-4984-8d93-00aa5302d3aa,technician,Emergency,2023-08-28 23:00:08,2023-08-29 09:00:08,night
8882,d5cdafce-d40f-44d5-96ac-461a317cf229,nurse,Emergency,2023-05-22 23:00:45,2023-05-23 09:00:45,night
8883,d8c55641-4069-4612-9ce2-99607ea6faaf,nurse,ICU,2023-01-24 23:00:19,2023-01-25 09:00:19,night
8884,48ee4eb4-1cc8-402e-bc8c-6f16c4757f32,doctor,Pediatrics,2023-06-23 15:00:17,2023-06-23 23:00:17,evening
8885,a13a0f6a-88ec-4bdd-9ba8-d96bbd6dbe6e,nurse,Cardiology,2023-04-11 07:00:59,2023-04-11 15:00:59,day
8886,e98b285d-f83e-4f97-b9f0-e77e20264f3d,nurse,Cardiology,2023-05-05 07:00:36,2023-05-05 15:00:36,day
8887,662db68d-0213-492b-b44c-a5bb8d6a5030,technician,Cardiology,2023-02-16 15:00:30,2023-02-16 23:00:30,evening
8888,f90ae175-6e88-421e-bcd9-297ea673c326,nurse,Emergency,2023-09-30 23:00:59,2023-10-01 09:00:59,night
8889,a44a27cd-f49d-4fd3-ae7b-9cce74401a60,doctor,Pediatrics,2023-04-03 07:00:52,2023-04-03 15:00:52,day
8890,b70fb6ca-fca4-4a13-94ed-b097dbaa3da2,doctor,Cardiology,2023-05-27 07:00:17,2023-05-27 15:00:17,day
8891,f9512c5a-8de8-466f-b8cd-338712f1eefc,doctor,Emergency,2023-05-27 23:00:52,2023-05-28 09:00:52,night
8892,795007e8-86b1-41d3-bc47-000c31d0bffa,nurse,Cardiology,2023-07-01 07:00:21,2023-07-01 15:00:21,day
8893,2f822282-527c-419b-bd92-b3e9f7dc86bd,nurse,Emergency,2023-04-28 07:00:56,2023-04-28 15:00:56,day
8894,12af7a9a-db4d-4d53-bef8-4fa2a0e3310d,nurse,Pediatrics,2023-06-12 07:00:58,2023-06-12 15:00:58,day
8895,56ec29e6-154d-4b9c-925a-4173c56d0eee,doctor,Surgery,2023-03-29 15:00:37,2023-03-29 23:00:37,evening
8896,2ab6e27a-8148-40a8-ba52-e944c1c78915,nurse,Cardiology,2023-12-10 15:00:25,2023-12-10 23:00:25,evening
8897,ade91a91-07b3-4489-bd35-7849c6d850e1,nurse,Surgery,2023-05-05 07:00:23,2023-05-05 15:00:23,day
8898,9ba4ee73-0aaf-4962-8909-8e9ab434ceb8,nurse,Cardiology,2023-09-02 07:00:34,2023-09-02 15:00:34,day
8899,f7eb2511-9080-43ec-8a17-1f32046cb8e7,nurse,Pediatrics,2023-10-17 15:00:47,2023-10-17 23:00:47,evening
8900,d200c0e5-29fe-41db-a319-ecc67f29fa31,doctor,ICU,2023-07-30 15:00:43,2023-07-30 23:00:43,evening
8901,015296b2-95cf-4150-be4e-0f7897304913,doctor,Emergency,2023-08-01 07:00:56,2023-08-01 15:00:56,day
8902,f8785945-271f-42ba-a2d0-99acbb09a53b,doctor,Pediatrics,2023-05-22 15:00:45,2023-05-22 23:00:45,evening
8903,662db68d-0213-492b-b44c-a5bb8d6a5030,doctor,Emergency,2023-09-23 07:00:28,2023-09-23 15:00:28,day
8904,5396a2d6-c38b-4217-b25b-7b29aefab79d,nurse,Emergency,2023-10-22 07:00:55,2023-10-22 15:00:55,day
8905,5e6176a0-50dd-46d8-b3f7-9dfb6a5e2cfc,nurse,ICU,2023-11-03 07:00:51,2023-11-03 15:00:51,day
8906,ef9c3f8d-83d3-4085-8ef5-8af93f3c7e38,nurse,ICU,2023-10-21 15:00:04,2023-10-21 23:00:04,evening
8907,930c2ac5-930e-470c-bee2-6a1da1c7953d,doctor,ICU,2023-08-08 15:00:45,2023-08-08 23:00:45,evening
8908,71534264-5caa-4a49-8eb1-0904544cddd5,nurse,ICU,2023-08-07 15:00:03,2023-08-07 23:00:03,evening
8909,147c81ff-20c0-4d17-8fcd-9ca382e1b405,technician,Surgery,2023-09-23 23:00:03,2023-09-24 09:00:03,night
8910,3cd99033-864e-4f7e-bd4b-47be834a0b56,doctor,Pediatrics,2023-12-25 07:00:53,2023-12-25 15:00:53,day
8911,526c0c72-612e-42d4-b6af-bc9c63534aaf,nurse,Cardiology,2023-10-28 07:00:01,2023-10-28 15:00:01,day
8912,1f0a70eb-7164-4da0-b217-5d9b51ce99cb,nurse,Surgery,2023-06-07 07:00:00,2023-06-07 15:00:00,day
8913,371d00ba-cf58-42fd-8297-210d61e8362e,nurse,ICU,2023-11-26 07:00:48,2023-11-26 15:00:48,day
8914,b70fb6ca-fca4-4a13-94ed-b097dbaa3da2,doctor,Cardiology,2023-06-08 15:00:39,2023-06-08 23:00:39,evening
8915,526c0c72-612e-42d4-b6af-bc9c63534aaf,nurse,Pediatrics,2023-08-28 15:00:40,2023-08-28 23:00:40,evening
8916,aee8e7e7-2318-478d-b1d9-30b910c43fda,nurse,Emergency,2023-12-26 15:00:39,2023-12-26 23:00:39,evening
8917,f558f961-db95-48ca-bf0a-d9447a55607f,nurse,Surgery,2023-05-16 15:00:54,2023-05-16 23:00:54,evening
8918,f949be52-b1e2-4323-8852-c7a60a12af0a,nurse,Surgery,2023-07-04 15:00:01,2023-07-04 23:00:01,evening
8919,32640a3c-5773-44ea-a1ab-2b1c89c5d2b9,nurse,Pediatrics,2023-08-04 15:00:12,2023-08-04 23:00:12,evening
8920,a6a46f4d-5d23-4c3d-9a61-b9c41ed541f4,doctor,ICU,2023-06-09 15:00:00,2023-06-09 23:00:00,evening
8921,5396a2d6-c38b-4217-b25b-7b29aefab79d,nurse,Pediatrics,2023-08-24 23:00:25,2023-08-25 09:00:25,night
8922,3271c743-3547-4952-a235-100707527d0b,doctor,Emergency,2023-08-15 15:00:48,2023-08-15 23:00:48,evening
8923,a4797ce2-839a-4aa3-9794-da366197d8b5,nurse,Cardiology,2023-03-11 23:00:39,2023-03-12 09:00:39,night
8924,31ab4ab1-ad53-4ea5-b8ba-2272df19a1be,nurse,Pediatrics,2023-02-08 15:00:18,2023-02-08 23:00:18,evening
8925,fd36fbe5-7f3a-4e75-93c3-bee75a8b9ff9,nurse,Pediatrics,2023-11-02 07:00:04,2023-11-02 15:00:04,day
8926,c4fecb02-123e-4dbd-b105-b4853994f38f,nurse,Surgery,2023-03-29 23:00:29,2023-03-30 09:00:29,night
8927,8303e879-eb01-41c0-b223-80e5ba7e25d6,nurse,Surgery,2023-09-14 07:00:35,2023-09-14 15:00:35,day
8928,0ac2eba0-e251-4373-bcdf-9b3704f6687d,nurse,Surgery,2023-04-20 15:00:04,2023-04-20 23:00:04,evening
8929,f1484f79-eb7c-4741-95c5-ec10b9f6f51a,nurse,Surgery,2023-09-16 15:00:12,2023-09-16 23:00:12,evening
8930,acb5e9f7-1f81-4f4d-bda7-9b16351b5f1a,doctor,ICU,2023-05-18 07:00:49,2023-05-18 15:00:49,day
8931,e37d2942-4a22-4712-ba72-30f02350ad98,doctor,Surgery,2023-09-11 15:00:42,2023-09-11 23:00:42,evening
8932,b568eab5-c1a5-4492-996c-77268dd8fb49,nurse,Surgery,2023-08-12 07:00:32,2023-08-12 15:00:32,day
8933,ac135421-0822-4d9b-a258-6ac7380213f9,nurse,Emergency,2023-10-23 07:00:11,2023-10-23 15:00:11,day
8934,9d75216c-2f3c-4965-bf14-269e2e4dde6b,technician,Emergency,2023-04-08 07:00:37,2023-04-08 15:00:37,day
8935,81aeee6e-0ea8-46bc-b338-5ed371218315,nurse,Emergency,2023-07-11 15:00:45,2023-07-11 23:00:45,evening
8936,c8746a90-ace7-4402-877e-7b386c215568,doctor,Emergency,2023-12-29 15:00:29,2023-12-29 23:00:29,evening
8937,f558f961-db95-48ca-bf0a-d9447a55607f,nurse,Pediatrics,2023-08-29 23:00:14,2023-08-30 09:00:14,night
8938,7a4147d6-f110-4522-8dd2-aaf50c630a9d,doctor,Pediatrics,2023-12-01 15:00:52,2023-12-01 23:00:52,evening
8939,bf1ecedf-dfa4-4a46-bc18-b43926c3d9ea,doctor,Cardiology,2023-09-18 07:00:36,2023-09-18 15:00:36,day
8940,85fd46f3-52cd-4273-9a55-b2b894272473,nurse,Surgery,2023-03-16 07:00:15,2023-03-16 15:00:15,day
8941,31ab4ab1-ad53-4ea5-b8ba-2272df19a1be,nurse,ICU,2023-06-06 07:00:13,2023-06-06 15:00:13,day
8942,bb5a7051-d622-401e-8d95-8d4eb6f78fbf,nurse,Pediatrics,2023-12-28 15:00:23,2023-12-28 23:00:23,evening
8943,8e459f50-0112-4786-b08b-32db52cbbae1,nurse,Surgery,2023-07-27 23:00:55,2023-07-28 09:00:55,night
8944,45ca32b2-9f64-4a68-8ed9-f17a474749b1,doctor,ICU,2023-04-12 07:00:05,2023-04-12 15:00:05,day
8945,147c81ff-20c0-4d17-8fcd-9ca382e1b405,nurse,Emergency,2023-12-22 23:00:40,2023-12-23 09:00:40,night
8946,53514c1d-ac86-42bc-a2f8-2f79bb0c47cb,doctor,ICU,2023-11-14 07:00:15,2023-11-14 15:00:15,day
8947,8a004291-99d8-4ab1-8225-4d6c2b60a219,nurse,Surgery,2023-08-06 23:00:41,2023-08-07 09:00:41,night
8948,b649aacc-2dee-4117-9e0c-3a52f9980b5b,technician,Pediatrics,2023-06-01 07:00:19,2023-06-01 15:00:19,day
8949,89d292e5-6fb9-4671-875a-37af3988edce,nurse,ICU,2023-09-27 15:00:03,2023-09-27 23:00:03,evening
8950,50fc5edd-6cd3-413f-ab5e-d0383a3b9732,nurse,Cardiology,2023-01-27 07:00:48,2023-01-27 15:00:48,day
8951,a7defb84-c74a-4b9a-a469-7ab49d8d8fdd,doctor,Emergency,2023-07-29 07:00:14,2023-07-29 15:00:14,day
8952,4711baa9-00d6-4fa4-a483-eff9a765f095,doctor,Cardiology,2023-05-24 07:00:41,2023-05-24 15:00:41,day
8953,015296b2-95cf-4150-be4e-0f7897304913,doctor,ICU,2023-08-09 23:00:58,2023-08-10 09:00:58,night
8954,3c41ff81-f553-4f0d-a19f-2bee2e68666f,doctor,Pediatrics,2023-03-04 23:00:55,2023-03-05 09:00:55,night
8955,604e6ff4-16eb-48c6-9197-38f6a7d6502b,nurse,Emergency,2023-01-13 15:00:34,2023-01-13 23:00:34,evening
8956,89d292e5-6fb9-4671-875a-37af3988edce,nurse,Cardiology,2023-10-01 07:00:55,2023-10-01 15:00:55,day
8957,74973602-daca-4889-8e3d-2c1235f55910,nurse,Surgery,2023-02-02 15:00:49,2023-02-02 23:00:49,evening
8958,c9bccbac-6084-4067-81b0-400b45641111,doctor,Pediatrics,2023-02-13 23:00:05,2023-02-14 09:00:05,night
8959,b7f6696e-c708-438d-862c-4fb7e567f106,doctor,Emergency,2023-03-01 15:00:24,2023-03-01 23:00:24,evening
8960,3fe91a79-7701-4f3c-9f19-32a568c82ede,nurse,ICU,2023-12-06 07:00:48,2023-12-06 15:00:48,day
8961,7a4147d6-f110-4522-8dd2-aaf50c630a9d,nurse,Surgery,2023-11-20 23:00:28,2023-11-21 09:00:28,night
8962,0d2105e0-a9fc-420b-80e5-0c8a9bbee5ba,nurse,Cardiology,2023-11-09 23:00:47,2023-11-10 09:00:47,night
8963,b70fb6ca-fca4-4a13-94ed-b097dbaa3da2,nurse,ICU,2023-02-10 15:00:08,2023-02-10 23:00:08,evening
8964,c0d74cd8-47e8-4b53-9906-d24cd51350f8,nurse,Emergency,2023-01-17 07:00:40,2023-01-17 15:00:40,day
8965,3729b0c6-17c9-4dd8-ae58-f8e3a3f32c4f,doctor,Emergency,2023-05-07 15:00:59,2023-05-07 23:00:59,evening
8966,8a004291-99d8-4ab1-8225-4d6c2b60a219,doctor,Emergency,2023-01-15 07:00:39,2023-01-15 15:00:39,day
8967,a13a0f6a-88ec-4bdd-9ba8-d96bbd6dbe6e,doctor,Surgery,2023-01-12 07:00:09,2023-01-12 15:00:09,day
8968,acb5e9f7-1f81-4f4d-bda7-9b16351b5f1a,nurse,Pediatrics,2023-12-09 15:00:40,2023-12-09 23:00:40,evening
8969,d73c4ac7-12d9-4248-9e88-7fe119a22fa1,technician,Pediatrics,2023-01-28 15:00:47,2023-01-28 23:00:47,evening
8970,5fa0ec94-c36f-4984-8d93-00aa5302d3aa,nurse,Emergency,2023-06-17 07:00:18,2023-06-17 15:00:18,day
8971,0175c3c4-7b00-4091-aa29-c839666e3359,doctor,Cardiology,2023-01-20 23:00:35,2023-01-21 09:00:35,night
8972,ade91a91-07b3-4489-bd35-7849c6d850e1,nurse,Emergency,2023-01-16 07:00:20,2023-01-16 15:00:20,day
8973,a44a27cd-f49d-4fd3-ae7b-9cce74401a60,nurse,Cardiology,2023-05-30 15:00:52,2023-05-30 23:00:52,evening
8974,88d05975-8d59-4d6f-b4e0-ca8d79c3c517,doctor,Surgery,2023-05-04 15:00:26,2023-05-04 23:00:26,evening
8975,6aeb8a44-1cca-4bdf-ac66-7b48b4cf563d,doctor,Surgery,2023-07-27 15:00:39,2023-07-27 23:00:39,evening
8976,d6f0bb58-9b3f-4412-a01c-b6988087674d,nurse,ICU,2023-02-21 07:00:43,2023-02-21 15:00:43,day
8977,a7defb84-c74a-4b9a-a469-7ab49d8d8fdd,nurse,ICU,2023-08-10 15:00:11,2023-08-10 23:00:11,evening
8978,971309b8-dfbd-4db5-844c-46009a9f9e8d,doctor,ICU,2023-04-27 07:00:21,2023-04-27 15:00:21,day
8979,5fa0ec94-c36f-4984-8d93-00aa5302d3aa,nurse,Surgery,2023-12-28 07:00:46,2023-12-28 15:00:46,day
8980,216f7aec-7af1-4031-8d6a-e8c3c7b3b2d5,doctor,Emergency,2023-08-11 15:00:51,2023-08-11 23:00:51,evening
8981,c240f438-4c8f-4c19-a187-b24617f10d63,nurse,Cardiology,2023-03-09 07:00:43,2023-03-09 15:00:43,day
8982,12af7a9a-db4d-4d53-bef8-4fa2a0e3310d,nurse,ICU,2023-01-27 07:00:09,2023-01-27 15:00:09,day
8983,ade91a91-07b3-4489-bd35-7849c6d850e1,doctor,Emergency,2023-07-02 15:00:43,2023-07-02 23:00:43,evening
8984,6aeb8a44-1cca-4bdf-ac66-7b48b4cf563d,nurse,ICU,2023-07-31 07:00:00,2023-07-31 15:00:00,day
8985,22a4c182-7d9a-4854-8dce-3d961f1c264b,doctor,Emergency,2023-11-19 07:00:02,2023-11-19 15:00:02,day
8986,53514c1d-ac86-42bc-a2f8-2f79bb0c47cb,nurse,ICU,2023-07-28 07:00:38,2023-07-28 15:00:38,day
8987,9b07a1a7-9538-4c6a-b818-bf7202d2a3ae,nurse,Surgery,2023-04-29 07:00:23,2023-04-29 15:00:23,day
8988,ae251198-3808-40e7-be64-72c03bbe279e,nurse,Pediatrics,2023-05-07 15:00:03,2023-05-07 23:00:03,evening
8989,4ff31f60-2937-4406-9150-6d70bc49b209,nurse,ICU,2023-09-06 07:00:27,2023-09-06 15:00:27,day
8990,16d7a534-7aa0-467d-9f66-6bb4c5d0d2f0,doctor,Cardiology,2023-07-02 15:00:05,2023-07-02 23:00:05,evening
8991,8d30d139-55c0-4ad7-b34c-b7466be6d0d7,doctor,Cardiology,2023-03-19 15:00:03,2023-03-19 23:00:03,evening
8992,11254c2a-4845-460a-948f-19eae1190841,nurse,Pediatrics,2023-09-28 07:00:06,2023-09-28 15:00:06,day
8993,662db68d-0213-492b-b44c-a5bb8d6a5030,nurse,Surgery,2023-05-20 07:00:25,2023-05-20 15:00:25,day
8994,bf3f5107-3667-4a1a-b5af-d25541c06a62,nurse,Surgery,2023-04-04 07:00:46,2023-04-04 15:00:46,day
8995,42b59558-313d-4757-9bd8-ca1923ab7ed4,technician,Surgery,2023-09-07 07:00:34,2023-09-07 15:00:34,day
8996,c8220341-4b49-4bb6-86a8-d94776128c7a,nurse,Cardiology,2023-10-16 15:00:23,2023-10-16 23:00:23,evening
8997,5db917fb-c672-41d8-817c-d9580ecc9368,nurse,Surgery,2023-09-20 07:00:05,2023-09-20 15:00:05,day
8998,da767762-b15f-44cd-82a7-931fbddc1c06,doctor,Emergency,2023-08-08 15:00:41,2023-08-08 23:00:41,evening
8999,c93a3b5c-418e-44e2-b037-5052afd82868,nurse,ICU,2023-06-20 15:00:31,2023-06-20 23:00:31,evening
9000,31ab4ab1-ad53-4ea5-b8ba-2272df19a1be,doctor,Pediatrics,2023-03-28 23:00:00,2023-03-29 09:00:00,night
9001,bfd44f7f-8b3b-4cfe-878f-8ac391536c3f,doctor,Surgery,2023-08-11 15:00:09,2023-08-11 23:00:09,evening
9002,50e3f0fb-eca1-4254-82b8-c72dad727511,nurse,Cardiology,2023-06-30 23:00:29,2023-07-01 09:00:29,night
9003,496c4680-8cba-4d7f-80e3-d74c190fa0e0,technician,Surgery,2023-05-23 07:00:14,2023-05-23 15:00:14,day
9004,0d2105e0-a9fc-420b-80e5-0c8a9bbee5ba,doctor,ICU,2023-01-15 07:00:05,2023-01-15 15:00:05,day
9005,8c30c1f4-08d2-4eaf-b34a-4c4f6041a789,doctor,ICU,2023-05-16 15:00:36,2023-05-16 23:00:36,evening
9006,ade91a91-07b3-4489-bd35-7849c6d850e1,doctor,Cardiology,2023-06-27 07:00:35,2023-06-27 15:00:35,day
9007,a5161a55-5260-42f4-ab83-16712c2c6961,nurse,Cardiology,2023-09-05 23:00:17,2023-09-06 09:00:17,night
9008,ef9c3f8d-83d3-4085-8ef5-8af93f3c7e38,nurse,Surgery,2023-04-14 07:00:48,2023-04-14 15:00:48,day
9009,c9bccbac-6084-4067-81b0-400b45641111,nurse,Emergency,2023-02-01 07:00:27,2023-02-01 15:00:27,day
9010,f7eb2511-9080-43ec-8a17-1f32046cb8e7,nurse,Emergency,2023-08-22 15:00:34,2023-08-22 23:00:34,evening
9011,f89b055c-4fdd-4598-891f-608ff0ceafb2,nurse,Surgery,2023-09-13 23:00:04,2023-09-14 09:00:04,night
9012,29eedddc-8ece-4108-b5e1-ab60e9aa4346,nurse,Cardiology,2023-05-09 15:00:32,2023-05-09 23:00:32,evening
9013,a13a0f6a-88ec-4bdd-9ba8-d96bbd6dbe6e,nurse,Emergency,2023-12-06 23:00:57,2023-12-07 09:00:57,night
9014,e61cd65f-f50f-4486-928f-4d79ddc59836,nurse,Emergency,2023-02-08 07:00:42,2023-02-08 15:00:42,day
9015,12af7a9a-db4d-4d53-bef8-4fa2a0e3310d,doctor,Pediatrics,2023-07-02 23:00:43,2023-07-03 09:00:43,night
9016,a4797ce2-839a-4aa3-9794-da366197d8b5,nurse,Pediatrics,2023-02-17 07:00:51,2023-02-17 15:00:51,day
9017,4711baa9-00d6-4fa4-a483-eff9a765f095,nurse,Cardiology,2023-05-25 07:00:47,2023-05-25 15:00:47,day
9018,d5cdafce-d40f-44d5-96ac-461a317cf229,nurse,Surgery,2023-05-04 07:00:50,2023-05-04 15:00:50,day
9019,c240f438-4c8f-4c19-a187-b24617f10d63,nurse,Cardiology,2023-06-19 15:00:16,2023-06-19 23:00:16,evening
9020,61bb772c-5a1c-47b4-b08c-320fc652f93c,doctor,ICU,2023-02-13 15:00:50,2023-02-13 23:00:50,evening
9021,31ab4ab1-ad53-4ea5-b8ba-2272df19a1be,nurse,Pediatrics,2023-11-11 15:00:19,2023-11-11 23:00:19,evening
9022,30d28be9-7464-49df-9eb9-aabe84102331,doctor,Surgery,2023-01-23 15:00:26,2023-01-23 23:00:26,evening
9023,e6fda128-75b8-4099-a74d-e0d95da67414,doctor,Cardiology,2023-07-05 07:00:55,2023-07-05 15:00:55,day
